2.176000000000000156e+01,3.113333333333330089e+01,4.373333333333329733e+02,1.029666666666669926e+03,5.021010890213849914e-03,1.000000000000000000e+00
2.178999999999999915e+01,3.100000000000000000e+01,4.373333333333329733e+02,1.000000000000000000e+03,5.008581274801720239e-03,1.000000000000000000e+00
2.176749999999999829e+01,3.112249999999999872e+01,4.340000000000000000e+02,1.003750000000000000e+03,5.021569132654100411e-03,1.000000000000000000e+00
2.176749999999999829e+01,3.112249999999999872e+01,4.390000000000000000e+02,1.009500000000000000e+03,5.021569132654100411e-03,1.000000000000000000e+00
2.178999999999999915e+01,3.113333333333330089e+01,4.373333333333329733e+02,1.005666666666669926e+03,5.030297778678820622e-03,1.000000000000000000e+00
2.176000000000000156e+01,3.126000000000000156e+01,4.373333333333329733e+02,1.014333333333330074e+03,5.041604565302720310e-03,1.000000000000000000e+00
2.178999999999999915e+01,3.119750000000000156e+01,4.340000000000000000e+02,1.018500000000000000e+03,5.040749382352229489e-03,1.000000000000000000e+00
2.178999999999999915e+01,3.139333333333330245e+01,4.373333333333329733e+02,1.018666666666669926e+03,5.072649288292980022e-03,1.000000000000000000e+00
2.178999999999999915e+01,3.131749999999999901e+01,4.340000000000000000e+02,1.022000000000000000e+03,5.060296173685850142e-03,1.000000000000000000e+00
2.178999999999999915e+01,3.146333333333330273e+01,4.373333333333329733e+02,1.027333333333330074e+03,5.084052595317260261e-03,1.000000000000000000e+00
2.178999999999999915e+01,3.152499999999999858e+01,4.377500000000000000e+02,1.047750000000000000e+03,5.094098709413050034e-03,1.000000000000000000e+00
2.178999999999999915e+01,3.157499999999999929e+01,4.417500000000000000e+02,1.049000000000000000e+03,5.102244443631259903e-03,1.000000000000000000e+00
2.178999999999999915e+01,3.139499999999999957e+01,4.420000000000000000e+02,1.061500000000000000e+03,5.072920790783370069e-03,1.000000000000000000e+00
2.178999999999999915e+01,3.139249999999999829e+01,4.417500000000000000e+02,1.049000000000000000e+03,5.072513537135950150e-03,1.000000000000000000e+00
2.178999999999999915e+01,3.150000000000000000e+01,4.415000000000000000e+02,1.048000000000000000e+03,5.090025921660090019e-03,1.000000000000000000e+00
2.181500000000000128e+01,3.150000000000000000e+01,4.380000000000000000e+02,1.049250000000000000e+03,5.097869358728229945e-03,1.000000000000000000e+00
2.181500000000000128e+01,3.147250000000000014e+01,4.495000000000000000e+02,1.051250000000000000e+03,5.093382393800600233e-03,1.000000000000000000e+00
2.189000000000000057e+01,3.160000000000000142e+01,4.495000000000000000e+02,1.060500000000000000e+03,5.137856683972199731e-03,1.000000000000000000e+00
2.178999999999999915e+01,3.155000000000000071e+01,4.495000000000000000e+02,1.059500000000000000e+03,5.098171550069760007e-03,1.000000000000000000e+00
2.182333333333330216e+01,3.173000000000000043e+01,4.476666666666670267e+02,1.072000000000000000e+03,5.138035489522729642e-03,1.000000000000000000e+00
2.186499999999999844e+01,3.172250000000000014e+01,4.495000000000000000e+02,1.072333333333330074e+03,5.150007122984889482e-03,1.000000000000000000e+00
2.189000000000000057e+01,3.174500000000000099e+01,4.495000000000000000e+02,1.075333333333330074e+03,5.161627932877879341e-03,1.000000000000000000e+00
2.189000000000000057e+01,3.176749999999999829e+01,4.495000000000000000e+02,1.087000000000000000e+03,5.165316736461470458e-03,1.000000000000000000e+00
2.189000000000000057e+01,3.176749999999999829e+01,4.377500000000000000e+02,1.083250000000000000e+03,5.165316736461470458e-03,1.000000000000000000e+00
