6.302781750000000471e+01,2.255258596999999909e+01,3.960911700999999852e+01,4.047523153000000207e+01,9.867291674999999884e+01,-2.543999860000000224e-01,0.000000000000000000e+00
3.905695098000000343e+01,1.006099146999999938e+01,2.501537821999999878e+01,2.899595950999999872e+01,1.144054253999999986e+02,4.564258644999999781e+00,0.000000000000000000e+00
6.883202097999999580e+01,2.221848204999999865e+01,5.009219356999999917e+01,4.661353892999999715e+01,1.059851354999999984e+02,-3.530317313999999929e+00,0.000000000000000000e+00
6.929700807000000395e+01,2.465287791000000084e+01,4.431123812999999956e+01,4.464413016999999684e+01,1.018684950999999899e+02,1.121152344000000056e+01,0.000000000000000000e+00
4.971285934000000140e+01,9.652074879000000607e+00,2.831740599999999830e+01,4.006078446000000071e+01,1.081687249000000008e+02,7.918500615000000131e+00,0.000000000000000000e+00
4.025019968000000148e+01,1.392190657999999992e+01,2.512494960000000077e+01,2.632829311000000061e+01,1.303278712999999982e+02,2.230651728999999861e+00,0.000000000000000000e+00
5.343292815000000218e+01,1.586433612000000082e+01,3.716593387000000348e+01,3.756859202999999781e+01,1.205675233000000048e+02,5.988550702000000392e+00,0.000000000000000000e+00
4.536675361999999723e+01,1.075561143000000008e+01,2.903834896000000043e+01,3.461114218000000164e+01,1.172700675000000103e+02,-1.067587082999999915e+01,0.000000000000000000e+00
4.379019026000000281e+01,1.353375309999999843e+01,4.269081398000000149e+01,3.025643716000000083e+01,1.250028927000000181e+02,1.328901817000000030e+01,0.000000000000000000e+00
3.668635285999999951e+01,5.010884121000000135e+00,4.194875089999999318e+01,3.167546873999999946e+01,8.424141516999999624e+01,6.644371170000000770e-01,0.000000000000000000e+00
4.970660953000000148e+01,1.304097405000000087e+01,3.133450008999999881e+01,3.666563547999999884e+01,1.086482654000000139e+02,-7.825985754999999600e+00,0.000000000000000000e+00
3.123238733999999894e+01,1.771581923000000103e+01,1.550000000000000000e+01,1.351656810999999969e+01,1.200553987999999919e+02,4.997514459999999881e-01,0.000000000000000000e+00
4.891555137000000286e+01,1.996455616000000077e+01,4.026379357999999797e+01,2.895099520999999854e+01,1.193213580000000036e+02,8.028894628999999838e+00,0.000000000000000000e+00
5.357217020000000218e+01,2.046082824000000144e+01,3.310000000000000142e+01,3.311134195999999719e+01,1.109666977999999915e+02,7.044802937999999237e+00,0.000000000000000000e+00
5.730022655999999870e+01,2.418888460000000151e+01,4.699999998999999917e+01,3.311134195999999719e+01,1.168065868000000052e+02,5.766946942999999770e+00,0.000000000000000000e+00
4.431890674000000274e+01,1.253799163999999955e+01,3.609876299999999816e+01,3.178091509000000059e+01,1.241158357999999993e+02,5.415825142999999287e+00,0.000000000000000000e+00
6.383498162000000065e+01,2.036250705999999866e+01,5.455243366999999921e+01,4.347247456000000199e+01,1.123094915000000071e+02,-6.225266429999999351e-01,0.000000000000000000e+00
3.127601183999999890e+01,3.144669480000000128e+00,3.256299591999999876e+01,2.813134236000000143e+01,1.290114183000000025e+02,3.623020073000000174e+00,0.000000000000000000e+00
3.869791243000000236e+01,1.344474903999999960e+01,3.100000000000000000e+01,2.525316339000000099e+01,1.231592507000000012e+02,1.429185758000000028e+00,0.000000000000000000e+00
4.172996307999999743e+01,1.225407408000000054e+01,3.012258646000000084e+01,2.947588900000000223e+01,1.165857055999999830e+02,-1.244402487999999973e+00,0.000000000000000000e+00
4.392283983000000092e+01,1.417795852999999973e+01,3.783254670000000175e+01,2.974488130000000297e+01,1.344610155999999961e+02,6.451647637000000657e+00,0.000000000000000000e+00
5.491944259000000272e+01,2.106233244999999954e+01,4.219999999000000201e+01,3.385711014000000318e+01,1.252127162999999967e+02,2.432561436999999938e+00,0.000000000000000000e+00
6.307361096000000344e+01,2.441380270999999880e+01,5.399999998999999917e+01,3.865980824999999754e+01,1.064243294999999989e+02,1.577969683000000067e+01,0.000000000000000000e+00
4.554078987999999839e+01,1.306959759000000076e+01,3.029832058999999944e+01,3.247119228999999763e+01,1.179808303000000080e+02,-4.987129617999999986e+00,0.000000000000000000e+00
3.612568346999999847e+01,2.275875277000000096e+01,2.900000000000000000e+01,1.336693069999999928e+01,1.155771163000000001e+02,-3.237562488999999655e+00,0.000000000000000000e+00
5.412492018999999743e+01,2.665048855999999944e+01,3.532974692999999888e+01,2.747443163000000155e+01,1.214470110000000034e+02,1.571204815999999838e+00,0.000000000000000000e+00
2.614792140999999859e+01,1.075945356999999980e+01,1.400000000000000000e+01,1.538846782999999974e+01,1.252032956000000041e+02,-1.009310817000000071e+01,0.000000000000000000e+00
4.358096393999999663e+01,1.650888369999999838e+01,4.699999998999999917e+01,2.707208023999999824e+01,1.092716340000000059e+02,8.992815726999999981e+00,0.000000000000000000e+00
